Beneficiario,RNP,Localidad,Municipio,Estado,Aprobación-Conapesca,Aprobación-Gob.Edo.
FRANCISCO CARDENAS VELARDE,2508012552,MAZATLAN,MAZATLÁN,Sin,"$89,000.00","$35,600.00"
ISLOTE VERDE,2506001540,"REFORMA, LA",ANGOSTURA,Sin,"$73,000.00","$29,200.00"
LOS MANGLARES DE SAUCEDA,2506001532,"REFORMA, LA",ANGOSTURA,Sin,"$86,250.00","$34,500.00"
RIO EVORA,2506000062,PLAYA COLORADA,ANGOSTURA,Sin,"$90,000.00","$36,000.00"
RIO EVORA,2506000062,PLAYA COLORADA,ANGOSTURA,Sin,"$89,000.00","$35,600.00"
RIO EVORA,2506000062,PLAYA COLORADA,ANGOSTURA,Sin,"$73,000.00","$29,200.00"
RIO EVORA,2506000062,PLAYA COLORADA,ANGOSTURA,Sin,"$89,000.00","$35,600.00"
RIO EVORA,2506000062,PLAYA COLORADA,ANGOSTURA,Sin,"$89,000.00","$35,600.00"
OSTIONEROS UNIDOS DE SINALOA,2501001248,CELESTINO GAZCA VILLASEÑOR,ELOTA,Sin,"$89,000.00","$35,600.00"
INICIACION 11 DE JULIO,2505000923,"CERRO CABEZON, EL",GUASAVE,Sin,"$89,000.00","$35,600.00"
INICIACION 11 DE JULIO,2505000923,"CERRO CABEZON, EL",GUASAVE,Sin,"$90,000.00","$36,000.00"
INICIACION 11 DE JULIO,2505000923,"CERRO CABEZON, EL",GUASAVE,Sin,"$89,000.00","$35,600.00"
INICIACION 11 DE JULIO,2505000923,"CERRO CABEZON, EL",GUASAVE,Sin,"$90,000.00","$36,000.00"
INICIACION 11 DE JULIO,2505000923,"CERRO CABEZON, EL",GUASAVE,Sin,"$89,000.00","$35,600.00"
ABELARDO RUBIO CASTRO,2506000161,"REFORMA, LA",ANGOSTURA,Sin,"$90,000.00","$36,000.00"
ABELARDO RUBIO CASTRO,2506000161,"REFORMA, LA",ANGOSTURA,Sin,"$63,500.00","$25,400.00"
ABELARDO RUBIO CASTRO,2506000161,"REFORMA, LA",ANGOSTURA,Sin,"$90,000.00","$36,000.00"
ABELARDO RUBIO CASTRO,2506000161,"REFORMA, LA",ANGOSTURA,Sin,"$90,000.00","$36,000.00"
LAGUNA DEL PAMPANO,2509001489,YAMETO,NAVOLATO,Sin,"$89,000.00","$35,600.00"
PESCADORES DE LA PIONIA,2506000054,"REFORMA, LA",ANGOSTURA,Sin,"$73,000.00","$29,200.00"
PESCADORES DE LA PIONIA,2506000054,"REFORMA, LA",ANGOSTURA,Sin,"$73,000.00","$29,200.00"
PESCADORES DE LA PIONIA,2506000054,"REFORMA, LA",ANGOSTURA,Sin,"$73,000.00","$29,200.00"
PESCADORES DE LA PIONIA,2506000054,"REFORMA, LA",ANGOSTURA,Sin,"$73,000.00","$29,200.00"
PESCADORES DE LA PIONIA,2506000054,"REFORMA, LA",ANGOSTURA,Sin,"$73,000.00","$29,200.00"
PUNTA DE ZUQUITITA,2506000310,PLAYA COLORADA,ANGOSTURA,Sin,"$90,000.00","$36,000.00"
PUNTA DE ZUQUITITA,2506000310,PLAYA COLORADA,ANGOSTURA,Sin,"$89,000.00","$35,600.00"
PUNTA DE ZUQUITITA,2506000310,PLAYA COLORADA,ANGOSTURA,Sin,"$89,000.00","$35,600.00"
PUNTA DE ZUQUITITA,2506000310,PLAYA COLORADA,ANGOSTURA,Sin,"$89,000.00","$35,600.00"
PENINSULA DE LUCENILLA,2509000333,ALTATA,NAVOLATO,Sin,"$73,000.00","$29,200.00"
PENINSULA DE LUCENILLA,2509000333,ALTATA,NAVOLATO,Sin,"$89,000.00","$35,600.00"
PENINSULA DE LUCENILLA,2509000333,ALTATA,NAVOLATO,Sin,"$73,000.00","$29,200.00"
PENINSULA DE LUCENILLA,2509000333,ALTATA,NAVOLATO,Sin,"$73,000.00","$29,200.00"
PENINSULA DE LUCENILLA,2509000333,ALTATA,NAVOLATO,Sin,"$89,000.00","$35,600.00"
PENINSULA DE LUCENILLA,2509000333,ALTATA,NAVOLATO,Sin,"$90,000.00","$36,000.00"
ESCAMEROS DE LA PLAYA COLORADA,2506001169,PLAYA COLORADA,ANGOSTURA,Sin,"$90,000.00","$36,000.00"
EJIDAL AGUA NUEVA DE ABOCHO,2501001677,ABOCHO (ESTACION ABOCHO),ELOTA,Sin,"$26,000.00","$10,400.00"
EJIDAL AGUA NUEVA DE ABOCHO,2501001677,ABOCHO (ESTACION ABOCHO),ELOTA,Sin,"$26,000.00","$10,400.00"
EJIDAL AGUA NUEVA DE ABOCHO,2501001677,PUEBLO NUEVO,ELOTA,Sin,"$26,000.00","$10,400.00"
EL VAREJONAL,2501000976,"VAREJONAL, EL",BADIRAGUATO,Sin,"$26,500.00","$10,600.00"
EL VAREJONAL,2501000976,"VAREJONAL, EL",BADIRAGUATO,Sin,"$24,295.00","$9,718.00"
EL VAREJONAL,2501000976,"VAREJONAL, EL",BADIRAGUATO,Sin,"$26,500.00","$10,600.00"
DE AGUAS DULCES LA NICARAGUENSE,2501001040,VALLE ESCONDIDO,CULIACÁN,Sin,"$20,000.00","$8,000.00"
PUEBLO NUEVO ZOQUITITAN,2508004823,PUEBLO NUEVO,ELOTA,Sin,"$37,000.00","$14,800.00"
DE AGUAS DULCES LA NICARAGUENSE,2501001040,PUEBLO NUEVO,CULIACÁN,Sin,"$20,000.00","$8,000.00"
ROSEIRA GUADALUPE ESPINOZA GAXIOLA,2507005169,"COLORADO, EL",AHOME,Sin,"$73,000.00","$29,200.00"
PUEBLO NUEVO ZOQUITITAN,2508004823,NUEVO SALTO GRANDE,ELOTA,Sin,"$26,000.00","$10,400.00"
DE AGUAS DULCES LA NICARAGUENSE,2501001040,PUEBLO NUEVO,CULIACÁN,Sin,"$20,000.00","$8,000.00"
BORDO COLORADO,2507000723,"COLORADO, EL",AHOME,Sin,"$89,000.00","$35,600.00"
PESCADORES DEL JIPON,2505000352,LAZARO CARDENAS (MUELLECITO),AHOME,Sin,"$73,000.00","$29,200.00"
PESCADORES DEL JIPON,2505000352,LAZARO CARDENAS (MUELLECITO),AHOME,Sin,"$63,500.00","$25,400.00"
CUALPITA,2501001271,JESUS MARIA,CULIACÁN,Sin,"$26,000.00","$10,400.00"
PESCADORES BAHIA DE SANTA MARIA,2501001222,YAMETO,NAVOLATO,Sin,"$50,500.00","$20,200.00"
CUALPITA,2501001271,JESUS MARIA,CULIACÁN,Sin,"$27,500.00","$11,000.00"
CUALPITA,2501001271,JESUS MARIA,CULIACÁN,Sin,"$26,000.00","$10,400.00"
CUALPITA,2501001271,JESUS MARIA,CULIACÁN,Sin,"$26,000.00","$10,400.00"
DORA GUADALUPE CARDENAS MEDINA,2509002339,CULIACAN ROSALES,CULIACÁN,Sin,"$63,500.00","$25,400.00"
ESTERO CAMACOHA,2507000335,"COLORADO, EL",AHOME,Sin,"$63,500.00","$25,400.00"
ESTRELLA DEL NORTE,2507000376,BACOREHUIS,AHOME,Sin,"$47,000.00","$18,800.00"
ESTRELLA DEL NORTE,2507000376,BACOREHUIS,AHOME,Sin,"$47,000.00","$18,800.00"
ESTRELLA DEL NORTE,2507000376,BACOREHUIS,AHOME,Sin,"$37,000.00","$14,800.00"
CHEPE GORDO,2501001651,"RANCHITO, EL",COSALÁ,Sin,"$27,500.00","$11,000.00"
FLORENTINO CASTRO ARMENTA,2507003354,"COLORADO, EL",AHOME,Sin,"$73,000.00","$29,200.00"
CHEPE GORDO,2501001651,"RANCHITO, EL",COSALÁ,Sin,"$27,500.00","$11,000.00"
LA INFALIBLE,2505001186,"CERRO CABEZON, EL",GUASAVE,Sin,"$89,000.00","$35,600.00"
EL CHORCHA,2507002893,"COLORADO, EL",AHOME,Sin,"$63,500.00","$25,400.00"
SALTO CHICO,2501001420,PUEBLO NUEVO,ELOTA,Sin,"$26,000.00","$10,400.00"
LA BOCA DE LA PRESA,2501001206,SAN JOSE DE LAS BOCAS,COSALÁ,Sin,"$27,500.00","$11,000.00"
SALTO CHICO,2501001420,CASAS NUEVAS,ELOTA,Sin,"$26,000.00","$10,400.00"
SALTO CHICO,2501001420,PUEBLO NUEVO,ELOTA,Sin,"$26,000.00","$10,400.00"
LA BOCA DE LA PRESA,2501001206,SAN JOSE DE LAS BOCAS,COSALÁ,Sin,"$26,000.00","$10,400.00"
SALTO CHICO,2501001420,SAN JOSE DE CONITACA (NUEVO CONITACA),ELOTA,Sin,"$26,000.00","$10,400.00"
LA BOCA DE LA PRESA,2501001206,"MOLINOS, LOS",COSALÁ,Sin,"$27,500.00","$11,000.00"
ESTERO VERDE MAR,2507002752,"COLORADO, EL",AHOME,Sin,"$89,000.00","$35,600.00"
SALTO CHICO,2501001420,SAN JOSE DE CONITACA (NUEVO CONITACA),ELOTA,Sin,"$26,000.00","$10,400.00"
SALTO CHICO,2501001420,NUEVO SALTO GRANDE,ELOTA,Sin,"$26,000.00","$10,400.00"
SALTO CHICO,2501001420,NUEVO SALTO GRANDE,ELOTA,Sin,"$37,000.00","$14,800.00"
SALTO CHICO,2501001420,NUEVO SALTO GRANDE,ELOTA,Sin,"$26,000.00","$10,400.00"
PESCADORES DEL JITO,2505000410,"CERRO CABEZON, EL",GUASAVE,Sin,"$89,000.00","$35,600.00"
PESCADORES DEL JITO,2505000410,"CERRO CABEZON, EL",GUASAVE,Sin,"$89,000.00","$35,600.00"
PESCADORES DEL JITO,2505000410,"CERRO CABEZON, EL",GUASAVE,Sin,"$89,000.00","$35,600.00"
PESCADORES DEL JITO,2505000410,"CERRO CABEZON, EL",GUASAVE,Sin,"$89,000.00","$35,600.00"
PESCADORES DEL JITO,2505000410,"CERRO CABEZON, EL",GUASAVE,Sin,"$89,000.00","$35,600.00"
PESCADORES DEL JITO,2505000410,"CERRO CABEZON, EL",GUASAVE,Sin,"$89,000.00","$35,600.00"
SALTO CHICO,2501001420,NUEVO SALTO GRANDE,ELOTA,Sin,"$26,000.00","$10,400.00"
ISLA DEL BURRO,2507000509,"COLORADO, EL",AHOME,Sin,"$89,000.00","$35,600.00"
SALTO CHICO,2501001420,SAN JOSE DE CONITACA (NUEVO CONITACA),ELOTA,Sin,"$26,000.00","$10,400.00"
EJIDO LAGUNA DE CAIMANERO,2501001339,PLAN DE AYALA (EL ZANJON),NAVOLATO,Sin,"$63,500.00","$25,400.00"
SALTO CHICO,2501001420,SAN JOSE DE CONITACA (NUEVO CONITACA),ELOTA,Sin,"$37,000.00","$14,800.00"
SALTO CHICO,2501001420,SAN JOSE DE CONITACA (NUEVO CONITACA),ELOTA,Sin,"$26,000.00","$10,400.00"
SALTO CHICO,2501001420,SAN JOSE DE CONITACA (NUEVO CONITACA),ELOTA,Sin,"$26,000.00","$10,400.00"
SALTO CHICO,2501001420,SAN JOSE DE CONITACA (NUEVO CONITACA),ELOTA,Sin,"$26,000.00","$10,400.00"
RAFAEL ATONDO GARCIA,2505001731,"HUITUSSI, EL",GUASAVE,Sin,"$89,000.00","$35,600.00"
HORACIO FIERRO LOPEZ,2505000717,"HUITUSSI, EL",GUASAVE,Sin,"$89,000.00","$35,600.00"
BOCA  DEL RIO GUASAVE,2505001236,BOCA DEL RIO,GUASAVE,Sin,"$90,000.00","$36,000.00"
BOCA  DEL RIO GUASAVE,2505001236,SAN JOSE DE LA BRECHA,GUASAVE,Sin,"$89,000.00","$35,600.00"
LA HUITUBIARA,2505001152,"CERRO CABEZON, EL",GUASAVE,Sin,"$63,500.00","$25,400.00"
PESCADORES UNIDOS DEL CARACOL,2505000246,"CARACOL, EL",GUASAVE,Sin,"$73,000.00","$29,200.00"
PESCADORES UNIDOS DEL CARACOL,2505000246,"CARACOL, EL",GUASAVE,Sin,"$73,000.00","$29,200.00"
ISLA DE SAN IGNACIO,2506000146,"CERRO CABEZON, EL",GUASAVE,Sin,"$63,500.00","$25,400.00"
ISLA DE SAN IGNACIO,2506000146,"CERRO CABEZON, EL",GUASAVE,Sin,"$63,500.00","$25,400.00"
LA BOCA DE SAN JUAN,2507005284,"AGUAJITO, EL",AHOME,Sin,"$89,000.00","$35,600.00"
DREN CINCO,2507000715,POBLADO NUMERO CINCO,AHOME,Sin,"$63,500.00","$25,400.00"
NARCISO ADRIAN COTA PI?ATA,2507005037,"GRULLAS MARGEN DERECHA, LAS",AHOME,Sin,"$89,000.00","$35,600.00"
LA VALLE DEL TIBURON,2507005359,"AGUAJITO, EL",AHOME,Sin,"$63,500.00","$25,400.00"
LA ALAMOSA,2507003776,"AGUAJITO, EL",AHOME,Sin,"$63,500.00","$25,400.00"
MANUEL SOTELO DUARTE,2507003834,"AGUAJITO, EL",AHOME,Sin,"$63,500.00","$25,400.00"
RIBEREяS DE TOPOLOBAMPO,2511002152,TOPOLOBAMPO,AHOME,Sin,"$73,000.00","$29,200.00"
SYLVIA RAMIREZ,2507000475,BACOREHUIS,AHOME,Sin,"$63,500.00","$25,400.00"
SYLVIA RAMIREZ,2507000475,BACOREHUIS,AHOME,Sin,"$73,000.00","$29,200.00"
SYLVIA RAMIREZ,2507000475,BACOREHUIS,AHOME,Sin,"$63,500.00","$25,400.00"
SYLVIA RAMIREZ,2507000475,BACOREHUIS,AHOME,Sin,"$63,500.00","$25,400.00"
SEBASTIAN AHUMADA VALDEZ,2511001212,LAZARO CARDENAS (MUELLECITO),AHOME,Sin,"$73,000.00","$29,200.00"
SEBASTIAN AHUMADA VALDEZ,2511001212,LAZARO CARDENAS (MUELLECITO),AHOME,Sin,"$89,000.00","$35,600.00"
AGUAS TURBULENTAS,2507004360,"COLORADO, EL",AHOME,Sin,"$63,500.00","$25,400.00"
GUADACABA,2507005466,"COLORADO, EL",AHOME,Sin,"$63,500.00","$25,400.00"
GENERAL LEYVA,2507000053,"LAJITAS, LAS",AHOME,Sin,"$89,000.00","$35,600.00"
GENERAL LEYVA,2507000053,"LAJITAS, LAS",AHOME,Sin,"$89,000.00","$35,600.00"
GENERAL LEYVA,2507000053,"LAJITAS, LAS",AHOME,Sin,"$73,000.00","$29,200.00"
BAHIA DE JITZAMURI,2507000061,JITZAMURI,AHOME,Sin,"$63,500.00","$25,400.00"
HALCON PESCADOR,2507005144,JITZAMURI,AHOME,Sin,"$47,000.00","$18,800.00"
ANGEL PESQUERO,2507005193,"AGUAJITO, EL",AHOME,Sin,"$63,500.00","$25,400.00"
DREN COMISION,2507005227,HIGUERA DE ZARAGOZA,AHOME,Sin,"$73,000.00","$29,200.00"
BAHIA DEL MUSICO,2507005052,"AGUAJITO, EL",AHOME,Sin,"$63,500.00","$25,400.00"
AQUILINO ESPINOZA MONTOYA,2507005136,"MOCHIS, LOS",AHOME,Sin,"$63,500.00","$25,400.00"
ENSENADA DEL CHUCHACA,2507005060,JITZAMURI,AHOME,Sin,"$89,000.00","$35,600.00"
LA ROBALERA,2507005078,"AGUAJITO, EL",AHOME,Sin,"$73,000.00","$29,200.00"
LA RAMADITA GRIS,2507004139,"COLORADO, EL",AHOME,Sin,"$63,500.00","$25,400.00"
RESURRECCION DE PESCADORES DE TOPOLOBAMPO,2507005185,TOPOLOBAMPO,AHOME,Sin,"$73,000.00","$29,200.00"
JESUS JAVIER,2507005342,"COLORADO, EL",AHOME,Sin,"$73,000.00","$29,200.00"
ESTERO DE LA VIRGEN DE AHOME,2507004428,"COLORADO, EL",AHOME,Sin,"$63,500.00","$25,400.00"
LAS CHICURAS,2507001846,"LAJITAS, LAS",AHOME,Sin,"$89,000.00","$35,600.00"
EL SIALI,2507005177,JITZAMURI,AHOME,Sin,"$63,500.00","$25,400.00"
PENINSULA DEL GUACHAPORI,2507001200,"COLORADO, EL",AHOME,Sin,"$73,000.00","$29,200.00"
REVOLUCION SOCIAL,2501001337,TOPOLOBAMPO,AHOME,Sin,"$63,500.00","$25,400.00"
RICARDO BELTRAN CASTRO,2507005318,"MOCHIS, LOS",AHOME,Sin,"$63,500.00","$25,400.00"
MARGARITA MARTINEZ ATONDO,2507002844,"COLORADO, EL",AHOME,Sin,"$89,000.00","$35,600.00"
PUNTA DE LAS PIEDRAS,2507004071,"AGUAJITO, EL",AHOME,Sin,"$73,000.00","$29,200.00"
PESCADORES AUTENTICOS DEL JITZAMURI,2507000491,JITZAMURI,AHOME,Sin,"$63,500.00","$25,400.00"
TRANGAL,2507000699,"ALHUATE, EL",AHOME,Sin,"$73,000.00","$29,200.00"
BAHIA DE SIALIBOCA,2507000293,JITZAMURI,AHOME,Sin,"$63,500.00","$25,400.00"
BAHIA DE SIALIBOCA,2507000293,JITZAMURI,AHOME,Sin,"$47,000.00","$18,800.00"
EUSTAQUIO URIAS VALDEZ,2511001063,OHUIRA,AHOME,Sin,"$63,500.00","$25,400.00"
EUSTAQUIO URIAS VALDEZ,2511001063,PAREDONES,AHOME,Sin,"$63,500.00","$25,400.00"
EUSTAQUIO URIAS VALDEZ,2511001063,OHUIRA,AHOME,Sin,"$63,500.00","$25,400.00"
EUSTAQUIO URIAS VALDEZ,2511001063,PAREDONES,AHOME,Sin,"$73,000.00","$29,200.00"
GENERAL FELIPE BACHOMO,2507003545,JITZAMURI,AHOME,Sin,"$63,500.00","$25,400.00"
EUSTAQUIO URIAS VALDEZ,2511001063,OHUIRA,AHOME,Sin,"$73,000.00","$29,200.00"
LOS YOREMITOS,2507005128,"COLORADO, EL",AHOME,Sin,"$63,500.00","$25,400.00"
EUSTAQUIO URIAS VALDEZ,2511001063,PAREDONES,AHOME,Sin,"$63,500.00","$25,400.00"
MARCOS LOPEZ OCHOA,2507005292,"AGUAJITO, EL",AHOME,Sin,"$73,000.00","$29,200.00"
RIO FUERTE,2507000038,"COLORADO, EL",AHOME,Sin,"$89,000.00","$35,600.00"
RIO FUERTE,2507000038,"COLORADO, EL",AHOME,Sin,"$89,000.00","$35,600.00"
ENSENADA DEL DIENTE,2507005151,"COLORADO, EL",AHOME,Sin,"$73,000.00","$29,200.00"
INDIGENAS UNIDOS DE BACOREHUIS,2507000830,BACOREHUIS,AHOME,Sin,"$63,500.00","$25,400.00"
INDIGENAS UNIDOS DE BACOREHUIS,2507000830,BACOREHUIS,AHOME,Sin,"$47,000.00","$18,800.00"
INDIGENAS UNIDOS DE BACOREHUIS,2507000830,BACOREHUIS,AHOME,Sin,"$63,500.00","$25,400.00"
INDIGENAS UNIDOS DE BACOREHUIS,2507000830,BACOREHUIS,AHOME,Sin,"$63,500.00","$25,400.00"
BAHIA DE LECHUGUILLA,2507000145,"COLORADO, EL",AHOME,Sin,"$89,000.00","$35,600.00"
BAHIA DE LECHUGUILLA,2507000145,"COLORADO, EL",AHOME,Sin,"$90,000.00","$36,000.00"
BAHIA DE LECHUGUILLA,2507000145,"COLORADO, EL",AHOME,Sin,"$90,000.00","$36,000.00"
UNIDOS RIVIGA,2507002950,"COLORADO, EL",AHOME,Sin,"$63,500.00","$25,400.00"
FARO DEL GAVILAN,2607603038,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$76,153.00","$30,461.00"
FARO DEL GAVILAN,2607603038,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$76,153.00","$30,461.00"
FARO DEL GAVILAN,2607603038,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$80,280.00","$32,112.00"
FARO DEL GAVILAN,2607603038,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$56,467.00","$22,587.00"
IVAN SARACHO CASTRO,2611002292,BAHIA DE KINO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
ROSARIO CRUZ MENDIVIL,2611000260,BAHIA DE KINO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
GUILLERMO CALAZANS LEON DEL TORO,2611002557,BAHIA DE KINO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
"SCPP. BRAGON,SCL",2602002236,SAHUIMERO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
"SCPP. BRAGON,SCL",2602002236,SAHUIMERO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
"SCPP. BRAGON,SCL",2602002236,SAHUIMERO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
ROBERTO RUIZ ESQUIVEL,2611002664,BAHIA DE KINO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
"PUNTA ARENAS, SCL",2602005338,"CHOYUDO, EL (LOS JAPONESES)",HERMOSILLO,Son,"$86,400.00","$34,560.00"
"PUNTA ARENAS, SCL",2602005338,"CHOYUDO, EL (LOS JAPONESES)",HERMOSILLO,Son,"$86,400.00","$34,560.00"
"PUNTA ARENAS, SCL",2602005338,"CHOYUDO, EL (LOS JAPONESES)",HERMOSILLO,Son,"$72,756.00","$29,102.00"
MANUEL OMAR WONG LOPEZ,2611002852,BAHIA DE KINO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
LUIS RAUL COTA CHAN,2611002599,BAHIA DE KINO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
FRANCISCO JAVIER  GONZALEZ HERRERA,2611002805,BAHIA DE KINO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
PESCADORES DE SAHUIMARO,2604001553,SAHUIMERO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
PESCADORES DE SAHUIMARO,2604001553,SAHUIMERO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
LA ESTRELLA DEL CARDONAL,2611000775,"CARDONAL, EL (COOPERATIVA PESQUERA)",HERMOSILLO,Son,"$86,400.00","$34,560.00"
LA ESTRELLA DEL CARDONAL,2611000775,"CARDONAL, EL (COOPERATIVA PESQUERA)",HERMOSILLO,Son,"$86,400.00","$34,560.00"
SOPALIZ,2611003191,SAHUIMERO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
SOPALIZ,2611003191,SAHUIMERO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
JOSE SALOME RENTERIA BARAJAS,2611000189,BAHIA DE KINO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
SCPP Y A LA CRUZ SCL,2611001427,BAHIA DE KINO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
KINO DEL MAR,2611000353,BAHIA DE KINO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
ERNESTO ELIOENAI MORENO BARRIOS,2611003110,BAHIA DE KINO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
COMERCIALIZADORA KINOVAL SA DE CV ,2611002194,BAHIA DE KINO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
COMERCIALIZADORA KINOVAL SA DE CV ,2611002194,BAHIA DE KINO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
ALTA SONORA SA DE CV,2609001751,MIGUEL ALEMAN (LA DOCE),HERMOSILLO,Son,"$72,756.00","$29,102.00"
ALTA SONORA SA DE CV,2609001751,MIGUEL ALEMAN (LA DOCE),HERMOSILLO,Son,"$72,756.00","$29,102.00"
ALTA SONORA SA DE CV,2609001751,MIGUEL ALEMAN (LA DOCE),HERMOSILLO,Son,"$72,756.00","$29,102.00"
ACUICOLA FELIX,2611000924,"CHOYUDO, EL (LOS JAPONESES)",HERMOSILLO,Son,"$86,400.00","$34,560.00"
SCPP PUNTA PERLA SC DE RL,2611002425,BAHIA DE KINO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
SCPP PUNTA PERLA SC DE RL,2611002425,BAHIA DE KINO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
FAMILIA VEJAR,2611000916,PUERTO LIBERTAD,PITIQUITO,Son,"$86,400.00","$34,560.00"
VICTOR GONZALEZ RENDON,2607602865,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$72,756.00","$29,102.00"
"PEDRO EL PESCADOR, SCL",2611000809,"CHOYUDO, EL (LOS JAPONESES)",HERMOSILLO,Son,"$86,400.00","$34,560.00"
LOS PINGUINOS DEL GOLFO DE CALIFORNIA,2607602683,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$86,400.00","$34,560.00"
PESCADORES  DE  RIBERA  LOS  ANZUELOS,2607010895,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$85,360.00","$34,144.00"
PESCADORES  DE  RIBERA  LOS  ANZUELOS,2607010895,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$80,280.00","$32,112.00"
PESCADORES  DE  RIBERA  LOS  ANZUELOS,2607010895,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$80,280.00","$32,112.00"
GILBERTO SOTO RUELAS,2607603210,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$85,360.00","$34,144.00"
ADOLFO ANTONIO GONZALEZ CASTILLO,2611002318,PUERTO LIBERTAD,PITIQUITO,Son,"$86,400.00","$34,560.00"
JESUS CORDOVA SOTO,2607603517,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$72,756.00","$29,102.00"
FRANCISCO RAFAEL BELTRAN CAMACHO,2612000014,PUERTO LIBERTAD,PITIQUITO,Son,"$86,400.00","$34,560.00"
"SCPP. DE ALTURA EL CARDONAL, SCL ",2611000062,"CARDONAL, EL (COOPERATIVA PESQUERA)",HERMOSILLO,Son,"$86,400.00","$34,560.00"
"SCPP. DE ALTURA EL CARDONAL, SCL ",2611000062,"CARDONAL, EL (COOPERATIVA PESQUERA)",HERMOSILLO,Son,"$86,400.00","$34,560.00"
"SCPP. DE ALTURA EL CARDONAL, SCL ",2611000062,"CARDONAL, EL (COOPERATIVA PESQUERA)",HERMOSILLO,Son,"$86,400.00","$34,560.00"
SCPP Y A FAM LEON ESQUIVEL SCL,2611002516,BAHIA DE KINO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
NOE ANASTACIO HORTA BARRERAS,2611000296,BAHIA DE KINO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
FUENTE DEL MAR BERMEJO,2607602915,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$85,360.00","$34,144.00"
FUENTE DEL MAR BERMEJO,2607602915,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$65,104.00","$26,041.00"
DANIEL BELLOT GORTAREZ,2607603111,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$85,360.00","$34,144.00"
HUEPARI,2605000260,SAN PEDRO DE LA CUEVA,SAN PEDRO DE LA CUEVA,Son,"$31,141.00","$12,456.00"
HUEPARI,2605000260,SAN PEDRO DE LA CUEVA,SAN PEDRO DE LA CUEVA,Son,"$31,141.00","$12,456.00"
HUEPARI,2605000260,SAN PEDRO DE LA CUEVA,SAN PEDRO DE LA CUEVA,Son,"$31,141.00","$12,456.00"
HUEPARI,2605000260,SAN PEDRO DE LA CUEVA,SAN PEDRO DE LA CUEVA,Son,"$31,141.00","$12,456.00"
HUEPARI,2605000260,SAN PEDRO DE LA CUEVA,SAN PEDRO DE LA CUEVA,Son,"$31,141.00","$12,456.00"
HUEPARI,2605000260,SAN PEDRO DE LA CUEVA,SAN PEDRO DE LA CUEVA,Son,"$31,141.00","$12,456.00"
HUEPARI,2605000260,SAN PEDRO DE LA CUEVA,SAN PEDRO DE LA CUEVA,Son,"$31,141.00","$12,456.00"
VICTOR JAVIER SANDOVAL SALAS,2607603095,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$85,360.00","$34,144.00"
BOGA MAR ADENTRO,2611002284,HERMOSILLO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
BOGA MAR ADENTRO,2611002284,HERMOSILLO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
BOGA MAR ADENTRO,2611002284,HERMOSILLO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
GUMARO OTERO AGUILERA,2604609822,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$83,290.00","$33,316.00"
MARCOS JUVENTINO MENDOZA GUTIERREZ,2607603152,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$86,400.00","$34,560.00"
EL RODEITO,2611002359,HERMOSILLO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
