NO. TÍTULO,RNP,NOMBRE,MATRÍCULA,MARCA DE MOTOR,TON. NETAS,MOTOR HP
102063167122,02005668,EVITA I,0202059513-4,JOHNSON,0.840,65.00
102063167122,02022168,KASSANDRA,0202051813-5,EVINRUDE,0.840,65.00
102063167122,02022135,YOLANDA,0202059413-3,YAMAHA,0.840,75.00
330015194023,30108476,STHEICY XXI,3002608213-1,YAMAHA,0.840,60.00
1020300300128,02002202,BRISA,0201059913-8,HONDA,0.840,75.00
1020300300128,02002444,ERENDIRA,0201059813-8,SUZUKI,0.840,70.00
1020300300128,02013381,PAOLA,0201060213-7,HONDA,0.840,75.00
1020303090170,02002202,BRISA,0201059913-8,HONDA,0.840,75.00
1020303090170,02013392,DELIA,0201060313-7,SUZUKI,0.840,70.00
1020303090170,02002444,ERENDIRA,0201059813-0,SUZUKI,0.840,70.00
1020303090170,02013381,PAOLA,0201060213-7,HONDA,0.840,75.00
102063337013,02022150,ALEJANDRA,0202051713-0,EVINRUDE,0.840,105.00
102063337013,02022176,BELEN,0202059613-9,YAMAHA,0.840,75.00
102063337013,02022143,DANYTZA,0202051613-6,EVINRUDE,0.840,105.00
102063337013,02005668,EVITA I,0202059513-4,JOHNSON,0.840,65.00
102063337013,02022168,KASSANDRA,0202051813-5,EVINRUDE,0.840,65.00
102063337013,02022135,YOLANDA,0202059413-3,YAMAHA,0.840,75.00
102030202003,02023505,ELIZABETH 3,0201279910-9,HONDA,0.840,90.00
102030202003,02013514,ELIZABETH III,0201205013-7,HONDA,0.840,75.00
1260398320063,26026393,KARELY,2601070913-2,YAMAHA,0.840,115.00
1260398320060,26026419,ANA TERESA,2601071113-5,YAMAHA,0.840,115.00
330015994838,30133714,LEYGI,3002884213-1,YAMAHA,0.840,60.00
330015994838,30133722,LEYGI I,3002884313-1,YAMAHA,0.840,60.00
330015994838,30133730,LEYGI II,3002884413-7,YAMAHA,0.840,60.00
330015994838,30133748,LEYGI III,3002884513-9,YAMAHA,0.840,60.00
1020303090200,02027845,GABRIELA I,0201321613-8,YAMAHA,0.840,75.00
1020303090200,02027852,GABRIELA II,0201321713-4,YAMAHA,0.840,60.00
1020303090200,02027860,GABRIELA III,0201321813-0,YAMAHA,0.840,75.00
1020303090200,02027878,GABRIELA IV,0201321913-9,YAMAHA,0.840,90.00
1020303090200,02027886,GABRIELA V,0201322013-8,YAMAHA,0.840,60.00
10305316728,03034006,J.M.1,0302136813-3,YAMAHA,0.840,40.00
10305316728,03034014,J.M.2,0302136913-3,JOHNSON,0.840,65.00
10305316728,03034022,J.M.3,0302137013-7,YAMAHA,0.840,75.00
227011832203,27065598,CRONOS XI,2702272913-3,YAMAHA,2.410,85.00
227011832203,27065606,CRONOS XII,2702273013-5,YAMAHA,2.410,85.00
227011832203,27065614,CRONOS XIII,2702273113-5,YAMAHA,2.410,85.00
227011832203,27065622,CRONOS XIV,2702273213-1,YAMAHA,2.410,85.00
227011993591,27065499,CRONOS I,2702010113-8,YAMAHA,2.410,85.00
227011993591,27065507,CRONOS II,2702010213-4,YAMAHA,2.410,85.00
227011993591,27065515,CRONOS III,2702010313-1,YAMAHA,2.410,85.00
227011993591,27065523,CRONOS IV,2702010413-7,YAMAHA,2.410,85.00
227011993591,27065572,CRONOS IX,2702010913-4,YAMAHA,2.410,85.00
227011993591,27065631,CRONOS V,2702010513-0,YAMAHA,2.410,85.00
227011993591,27065549,CRONOS VI,2702010613-3,YAMAHA,2.410,85.00
227011993591,27065556,CRONOS VII,2702010713-5,YAMAHA,2.410,85.00
227011993591,27065564,CRONOS VIII,2702010813-5,YAMAHA,2.410,85.00
227011993591,27065580,CRONOS X,2702011013-8,YAMAHA,2.410,85.00
227045993639,27031491,LA TEMPESTAD I,2701720713-2,YAMAHA,0.840,60.00
227045993639,27031483,LA TEMPESTAD II,2701760513-8,YAMAHA,0.840,60.00
227045993639,27031475,LA TEMPESTAD III,2701766713-8,YAMAHA,0.840,60.00
227045993639,27031467,LA TEMPESTAD IV,2701742413-9,YAMAHA,0.840,60.00
227045993639,27031509,LA TEMPESTAD V,2701742313-3,YAMAHA,0.840,60.00
330049994432,30133201,CURIOSA,3001909613-8,YAMAHA,0.840,15.00
330049994432,30133185,HERMANA,3001755613-6,YAMAHA,0.840,60.00
330049994432,30044226,NO HAY,3001065913-2,YAMAHA,0.840,25.00
330049994432,30133219,SOFIA,3001909913-8,YAMAHA,0.840,15.00
330049994432,30133193,VALERIA,3001910313-9,YAMAHA,0.840,15.00
330049337136,30133250,ARIADNE,3001757613-2,YAMAHA,0.840,40.00
330049337136,30072276,CARMEN YANIRA,3001594013-7,YAMAHA,0.840,40.00
330049337136,30133235,CHELY,3001223813-5,YAMAHA,0.840,55.00
330049337136,30133243,CONCHITA,3001759313-7,YAMAHA,0.840,15.00
330049337136,30133227,PERLITA,3001911313-3,YAMAHA,0.840,60.00
125072200011,25118506,PESCADORES  III,2501776910-6,YAMAHA,0.840,115.00
125072200011,25118514,PESCADORES  IV,2501777010-9,YAMAHA,0.840,60.00
125072200011,25118522,PESCADORES  V,2501777110-4,YAMAHA,0.840,75.00
125072200011,25118480,PESCADORES I,2501776710-8,YAMAHA,0.840,85.00
125072200011,25118498,PESCADORES II,2501776810-6,YAMAHA,0.840,48.00
125072200006,25129651,LUPE II,25017468136,YAMAHA,0.840,75.00
125072200006,25129669,LUPE III,25017469136,MERCURY,0.840,55.00
125072200006,25129677,LUPE IV,25017783139,YAMAHA,0.840,48.00
125072200006,25129685,LUPE V,25017784138,YAMAHA,0.840,75.00
125072200006,25129693,LUPE VI,25017785139,YAMAHA,0.840,75.00
125064993178,25117540,LOS CHICHIRIGOTES 9,2502043113-4,YAMAHA,0.840,75.00
125072202012,25120874,ALBERTO I,2501824413-1,YAMAHA,0.840,115.00
125072202012,25120882,ALBERTO II,2501824513-9,YAMAHA,0.840,75.00
125072202012,25120890,ALBERTO III,2501824613-3,JOHNSON,0.840,65.00
125072202012,25120908,ALBERTO IV,25018847133,YAMAHA,0.840,75.00
125072202012,25120916,ALBERTO V,25018848136,YAMAHA,0.840,75.00
125072202012,25120924,ALBERTO VI,25018849136,YAMAHA,0.840,75.00
112021994121,12018420,DIABOLICA,12025623135,NO ESPECIFICADO,0.350,18.00
112021994121,12003562,DIANA,12025550135,YAMAHA,0.350,25.00
112021994121,12002911,EL AZUL,12025542130,YAMAHA,0.280,25.00
112021994121,12012630,EL BORRACHO,12025564138,A REMO,0.280,0.00
112021994121,12003604,EL BULE,12025552135,YAMAHA,0.350,25.00
112021994121,12001509,EL ESQUELETO,12025540134,MERCURY,0.280,25.00
112021994121,12019238,EL LOBO,12025624133,A REMO,0.350,0.00
112021994121,12001459,EL MIL AMORES,12025538133,YAMAHA,0.350,15.00
112021994121,12001491,EL PARRANDERO,12025539132,A REMO,0.280,0.00
112021994121,12003133,EL PELICANO,12025549138,G. FISHER,0.280,2.50
112021994121,12000790,EL PRIMO,12025537135,A REMO,0.350,0.00
112021994121,12005823,EL RAYO,12025553135,YAMAHA,0.350,15.00
112021994121,12009502,EL SILENCIO,12025566133,A REMO,0.350,0.00
112021994121,12019246,EL TIBURON,12025625135,A REMO,0.350,0.00
112021994121,12003588,JENNY,12025551136,MERCURY,0.350,25.00
112021994121,12002945,JONATHAN,12025544139,MERCURY,0.280,5.00
112021994121,12019220,LA ANDARIEGA,12025621134,SUZUKI,0.350,25.00
112021994121,12019212,LA ATREVIDA,12025622136,YAMAHA,0.350,25.00
112021994121,12002929,LA BUCANA,12025543136,A REMO,0.350,0.00
112021994121,12012647,LA GARZA,12025565133,MERCURY,0.350,25.00
112021994121,12046033,LA PALOMA,12025533136,YAMAHA,0.350,25.00
112021994121,12006185,LA PANTERA,12025554135,YAMAHA,0.350,25.00
112021994121,12009494,LA RANITA,12025563134,SUZUKI,0.350,8.00
112021994121,12000782,LA TORMENTA,12025536134,MERCURY,0.350,10.00
112021994121,12046041,LA TORTUGA,12025534136,YAMAHA,0.350,25.00
112021994121,12009478,LA TORTUGA II,12025561139,MERCURY,0.350,25.00
112021994121,12003117,MARIBEL,12025547137,YAMAHA,0.350,20.00
112021994121,12046025,MARITZEL,12025532136,MERCURY,0.350,25.00
112021994121,12000741,MONSERRAT,12025535135,YAMAHA,0.350,15.00
112021994121,12001517,PERLA,12025541131,MERCURY,0.350,25.00
112021994121,12003125,SONIA,12025548139,HONDA,0.350,10.00
112021994121,12002994,VANESSA,12025546138,YAMAHA,0.350,20.00
112021994121,12002975,YUVICELA,12025545135,YAMAHA,0.280,15.00
10312972843,03034006,J.M.1,0302136813-3,YAMAHA,0.840,40.00
10312972843,03034014,J.M.2,0302136913-3,JOHNSON,0.840,65.00
10312972843,03034022,J.M.3,0302137013-7,YAMAHA,0.840,75.00
10312999358,03034006,J.M.1,0302136813-3,YAMAHA,0.840,40.00
10312999358,03034014,J.M.2,0302136913-3,JOHNSON,0.840,65.00
10312999358,03034022,J.M.3,0302137013-7,YAMAHA,0.840,75.00
230114832157,30124028,CAMILA,3002892613-6,YAMAHA,0.840,60.00
230114832157,30123996,MA. ELENA,3002397913-8,YAMAHA,0.840,60.00
230114832157,30124002,VALERIA,3002397813-8,YAMAHA,0.840,60.00
230114832157,30124010,YAMIRI,3002398013-8,YAMAHA,0.840,75.00
125064167074,25121880,QUEJADERO 1,2502669510-6,YAMAHA,0.840,75.00
125064167074,25121971,QUEJADERO 10,2502670410-4,YAMAHA,0.840,115.00
125064167074,25121898,QUEJADERO 2,2502669610-3,YAMAHA,0.840,75.00
125064167074,25121906,QUEJADERO 3,2502669710-8,YAMAHA,0.840,75.00
125064167074,25121914,QUEJADERO 4,2502669810-9,YAMAHA,0.840,75.00
125064167074,25121922,QUEJADERO 5,2502669910-9,YAMAHA,0.840,75.00
125064167074,25121930,QUEJADERO 6,2502670010-4,YAMAHA,0.840,115.00
125064167074,25121948,QUEJADERO 7,2502670110-5,YAMAHA,0.840,115.00
125064167074,25121955,QUEJADERO 8,2502670210-3,YAMAHA,0.840,115.00
125064167074,25121963,QUEJADERO 9,2502670310-3,YAMAHA,0.840,115.00
1020300250020,02021848,ANGEL DEL MAR I,0201303510-7,YAMAHA,0.840,115.00
1020300250020,02021855,ANGEL DEL MAR II,0201303610-6,YAMAHA,0.840,115.00
1020300250020,02021863,ANGEL DEL MAR III,0201303710-7,YAMAHA,0.840,115.00
1020300250020,02031615,ANGEL DEL MAR IV,0202118313-0,YAMAHA,0.840,75.00
1020300250020,02015063,CHIWILLIES I,0202050113-7,YAMAHA,0.840,115.00
1020300250020,02015071,CHIWILLIES II,0202050213-5,YAMAHA,0.840,115.00
102030022032,02027985,URRAKAN,0201369213-3,EVINRUDE,0.840,100.00
102030025029,02004976,AGUILA I,0201018213-7,YAMAHA,0.840,60.00
102030025029,02004992,AGUILA II,02013209135,YAMAHA,0.840,60.00
102030025029,02005015,AGUILA III,02010184133,YAMAHA,0.840,60.00
102030167121,02009223,JULIO 1,0201150913-2,YAMAHA,0.840,75.00
102030167121,02009180,JULIO 2,0201151013-2,YAMAHA,0.840,75.00
102030167121,02009198,JULIO 3,0201151113-7,YAMAHA,0.840,75.00
102030167121,02009207,JULIO 4,0201151213-5,YAMAHA,0.840,75.00
102030167121,02009215,JULIO 5,0201151313-8,YAMAHA,0.840,75.00
125072167072,25119041,CARMELITA,25018826138,HONDA,0.840,50.00
125072167072,25119033,GAVIOTA,25018829138,YAMAHA,0.840,48.00
125072167072,25119066,LIZBETH,25018827133,YAMAHA,0.840,48.00
125072167072,25119058,MARICRUZ,25018824134,YAMAHA,0.840,48.00
125072167072,25119082,PAOLA,25018828138,YAMAHA,0.840,60.00
125072167072,25119074,YOHANA,25018825138,HONDA,0.840,50.00
125072200010,25118357,PUENTE DE PIEDRA I,2501784510-1,YAMAHA,0.840,48.00
125072200010,25118365,PUENTE DE PIEDRA II,2501784610-6,EVINRUDE,0.840,65.00
125072200010,25118373,PUENTE DE PIEDRA III,2501784710-8,EVINRUDE,0.840,65.00
125072200010,25118381,PUENTE DE PIEDRA IV,2501784810-3,MERCURY,0.840,55.00
125072200007,25116104,EL SIALI  X,2501808613-8,YAMAHA,0.840,115.00
125072200007,25116112,EL SIALI  XII,2501808813-8,EVINRUDE,0.840,65.00
125072200007,25116120,EL SIALI  XIII,2501808913-8,YAMAHA,0.840,85.00
125072200007,25116138,EL SIALI  XIV,2501809013-0,YAMAHA,0.840,75.00
125072200007,25116088,EL SIALI VII,2501808313-1,YAMAHA,0.840,75.00
125072200007,25116096,EL SIALI VIII,2501808413-7,YAMAHA,0.840,75.00
125072200008,25110123,GAVIOTA  IV,2501797010-3,JOHNSON,0.840,65.00
125072200008,25110149,GAVIOTA  VI,2501797210-6,YAMAHA,0.840,75.00
125072200008,25110131,GAVIOTA V,2501797110-8,YAMAHA,0.360,48.00
1020309930882,02021491,LAURO I,0201199613-9,YAMAHA,0.840,115.00
126070998185,26020701,GISELA,2601024613-9,SUZUKI,0.840,90.00
126070998185,26020677,LUPITA I,2601024513-6,SUZUKI,0.840,90.00
126070998185,26020685,ROSA,2601024313-7,SUZUKI,0.840,90.00
120040997022,20027777,AIXA,2001155410-7,YAMAHA,0.350,48.00
120040997022,20027785,AMELIA,2001218910-3,YAMAHA,1.750,75.00
120040997022,20027793,CIELO,2001220710-4,YAMAHA,0.840,60.00
120040997022,20027801,ESTHEFANY,2001103610-2,YAMAHA,0.840,60.00
120040997022,20027819,GAVIOTA,2001138010-4,A REMO,0.350,0.00
120040997022,20027827,GRANITO DE MOSTAZA,2001220610-7,YAMAHA,0.840,60.00
120040997022,20027835,GUADALUPANA,2001179010-1,YAMAHA,0.840,60.00
120040997022,20027843,KATY,2001219210-3,YAMAHA,0.840,60.00
120040997022,20027850,LA ABEJITA,2001219610-1,YAMAHA,0.840,60.00
120040997022,20027868,LAURA,2001173810-7,YAMAHA,0.840,60.00
120040997022,20027876,LIPHNI,2001220810-6,A REMO,0.350,0.00
120040997022,20027884,MANTARRAYA,2001219110-6,YAMAHA,0.840,60.00
120040997022,20027892,MARANATA,2001219710-4,YAMAHA,0.840,75.00
120040997022,20027900,MARIA,2001219810-3,YAMAHA,0.840,60.00
120040997022,20027918,MERA,2001219410-5,YAMAHA,0.840,60.00
120040997022,20027926,NOELIA,2001165410-3,YAMAHA,0.840,60.00
120040997022,20027934,OLIVIA,2001166410-9,YAMAHA,0.840,60.00
120040997022,20027942,POSEIDON,2001220010-8,YAMAHA,0.840,60.00
120032497016,20027702,LA SIRENITA,2002001913-5,YAMAHA,0.840,60.00
120040997015,20028015,ROSELY 2,2001167610-7,YAMAHA,0.840,60.00
120040997015,20028007,ROSMERY,2001215310-5,YAMAHA,0.840,60.00
126070832050-3,26039214,CARELI  II,2601124613-3,MERCURY,0.840,75.00
120040997018,20018263,TIBURON I,2001141213-8,YAMAHA,0.840,75.00
120040997018,20018289,TIBURON V,2001135813-5,YAMAHA,0.840,75.00
120040997018,20024725,TIBURON VI,2001210410-9,YAMAHA,0.840,75.00
120040997012,20022646,ATREVIDA,2001157910-5,YAMAHA,0.840,60.00
120040997013,20018297,LUPITA,2001168110-5,YAMAHA,0.840,75.00
120040997013,20022398,NATALIA GUADALUPE 2,2001170210-8,YAMAHA,1.750,75.00
120032997019,20028163,ALEPISAURU,2002063310-1,YAMAHA,0.840,60.00
120032997019,20028171,ANA DANIELA,2002061310-7,YAMAHA,0.840,115.00
120032997019,20028422,ANALI,2002062410-6,YAMAHA,0.840,75.00
120032997019,20028130,ANGELITO,2002039810-5,YAMAHA,0.840,75.00
120032997019,20028148,HORMIGA,2002062210-5,YAMAHA,0.840,75.00
120032997019,20028155,ROSI,2002070510-6,YAMAHA,0.840,75.00
120032997021,20027686,GRICELIA II,2001131313-9,YAMAHA,0.840,40.00
120032997021,20027694,LA PIPI,2001135013-8,YAMAHA,0.840,85.00
120032997021,20027678,MAAYAN,2001192213-3,YAMAHA,0.840,60.00
120040997025,20027959,AIDETH,2001213810-0,YAMAHA,0.840,60.00
120040997025,20027983,JENIFER,2001213610-8,YAMAHA,0.840,60.00
120040997025,20027991,MILI,2001213910-9,YAMAHA,0.840,75.00
120040997025,20027975,REYNA,2001213510-5,YAMAHA,0.840,60.00
120040997025,20027967,VIANEY,2001213710-4,YAMAHA,0.840,60.00
120040997023,20024717,ESMERALDA,2001179610-2,MERCURY,0.840,60.00
120040997023,20022570,MARIA CONCEPCION,2001167110-5,YAMAHA,0.840,48.00
120040997014,20005187,ARACELY,2001057813-9,YAMAHA,0.840,60.00
120040997014,20005203,IRASEMA,2001059513-3,HONDA,0.840,50.00
120040997014,20025755,LIZBETH,2001212513-8,YAMAHA,0.840,60.00
120040997014,20025748,MARÍA FERNANDA,2001212313-9,MERCURY,0.840,60.00
120040997017,20003083,CAPRICORNIO,2001018013-1,YAMAHA,0.840,75.00
120040997017,20003443,GAVIOTA II,2001152613-7,YAMAHA,0.840,60.00
120040997017,20003091,GEMINIS,2001017813-4,SUZUKI,0.840,50.00
120040997024,20028098,DELFIN,2001217910-4,YAMAHA,0.840,48.00
120040997024,20028106,LA CHERNA,2001218110-7,YAMAHA,0.840,48.00
120040997024,20028072,LA ESTRELLA,2001217810-5,YAMAHA,0.350,25.00
120040997024,20028080,LA TINTORERA,2001104110-8,YAMAHA,0.840,60.00
120040997024,20028114,LA TRUCHA,2001218010-7,YAMAHA,0.840,48.00
120040997024,20028056,MANTARRAYA,2001218210-4,YAMAHA,0.840,60.00
120040997024,20028064,MOJARRITA,2001217710-4,YAMAHA,0.350,25.00
12004099720,20003513,ALE,2001019213-6,YAMAHA,0.840,75.00
12004099720,20022224,PLAYA MAR 1,2001174410-6,YAMAHA,0.840,60.00
12004099720,20022232,PLAYA MAR 2,2001174510-5,YAMAHA,0.840,75.00
12004099720,20028023,PLAYA MAR 3,2001179310-6,HONDA,0.840,50.00
12004099720,20028049,PLAYA MAR 5,2001220310-8,YAMAHA,0.840,75.00
12004099720,20003539,SARAI,2001019413-3,YAMAHA,0.840,60.00
125072998011,25129776,ESTERO ZETA II,2501895013-8,YAMAHA,0.840,75.00
125072998011,25129784,ESTERO ZETA III,2501895113-9,YAMAHA,0.840,75.00
1260708320112,26052027,MAR Y TIERRA IX,2601276013-7,YAMAHA,0.840,90.00
1260708320112,26051995,MAR Y TIERRA VI,2601275713-2,YAMAHA,0.840,100.00
1260708320112,26052001,MAR Y TIERRA VII,2601275813-1,YAMAHA,0.840,100.00
1260708320112,26052019,MAR Y TIERRA VIII,2601275913-9,YAMAHA,0.840,100.00
126096998172,,ESTRELLITA,2602382613-5,YAMAHA,1.200,75.00
126096998172,,GRACIE,2602384013-3,HONDA,1.200,90.00
126096998172,,NAYELY,2602390513-5,HONDA,1.200,90.00
102030025050,02022069,MARUYA I,0201305213-7,YAMAHA,0.840,75.00
102030025050,02022077,MARUYA II,0201305313-7,YAMAHA,0.840,75.00
102030025050,02022085,MARUYA III,0201305413-8,YAMAHA,0.840,75.00
102030025050,02022093,MARUYA IV,0201305513-6,YAMAHA,0.840,75.00
103053167199,03019940,E.L. # 15,0302339413-3,YAMAHA,1.750,115.00
103053167199,03030350,EL- 33,0302368213-7,YAMAHA,1.750,115.00
103053167199,03000932,EL-13,0302316513-5,YAMAHA,0.840,115.00
103053167199,03030343,EL-17,0302368113-3,YAMAHA,1.750,115.00
103053167199,03000866,EMANCIPACION # 7,0302358913-3,SUZUKI,1.750,115.00
103053167199,03000569,EP-1,0302329113-4,YAMAHA,1.750,115.00
103053167199,03019999,EP-10,0302346813-3,YAMAHA,1.750,100.00
103053167199,03026382,EP-11,0302365413-5,YAMAHA,1.750,115.00
103053167199,03001005,EP-12,0302328613-7,YAMAHA,1.750,115.00
103053167199,03026374,EP-16,0302365513-8,YAMAHA,0.840,115.00
103053167199,03023439,EP-18,0302359013-7,YAMAHA,1.750,115.00
103053167199,03023447,EP-19,0302359113-3 ,SUZUKI,0.840,115.00
103053167199,03020179,EP-22,0302348913-9,YAMAHA,0.840,75.00
103053167199,03001021,EP-23,0302328813-3,YAMAHA,1.750,100.00
103053167199,03020187,EP-24,0302351813-4,SUZUKI,1.750,115.00
103053167199,03026366,EP-25,0302365613-5,SUZUKI,0.840,115.00
103053167199,03026358,EP-26,0302365713-3,SUZUKI,1.750,115.00
103053167199,03020195,EP-27,0302351913-3,YAMAHA,1.750,115.00
103053167199,03001062,EP-28,0302329413-3,YAMAHA,1.750,115.00
103053167199,03020203,EP-29,0302351210-7,YAMAHA,0.840,115.00
103053167199,03031549,EP-45,0302371713-5,YAMAHA,1.750,115.00
103053167199,03019973,EP-7,0302343313-6,YAMAHA,1.750,115.00
103053167398,03035649,AIRES DEL PACIFICO I,0303206310-4,YAMAHA,0.840,75.00
103053167398,03035656,AIRES DEL PACIFICO II,0303206410-6,YAMAHA,0.840,75.00
103053167398,03035664,AIRES DEL PACIFICO III,0303206510-3,YAMAHA,0.840,48.00
102030167120,02026441,L. U 1,0201368613-2,HONDA,0.840,90.00
102030167120,02026458,L. U 2,0201368713-5,MERCURY,0.840,90.00
102030167120,02026466,L. U 3,0201368813-9,EVINRUDE,0.840,115.00
102030167120,02026474,L. U 4,0201359613-2,YAMAHA,0.840,85.00
125072200005,,EL BOLUDO II,2501783613-6,MERCURY,0.840,55.00
125072200005,,EL BOLUDO III,2501783713-9,YAMAHA,0.840,48.00
125072200005,,EL BOLUDO IV,2501783813-9,YAMAHA,0.840,75.00
125072200005,,EL BOLUDO V,2501783913-8,YAMAHA,0.840,60.00
126054998035,,DIANA LAURA,2602379613-8,YAMAHA,0.840,75.00
126054998035,,DOÑA TITO,2602379113-1,SUZUKI,0.840,70.00
126054998035,,ISLA TIBURÓN I,2602605013-5,YAMAHA,0.840,115.00
126054998035,,MAR DE CORTEZ,2602378813-8,YAMAHA,0.840,75.00
126054998035,,TIBURÓN I,2602369513-6,YAMAHA,0.840,75.00
126054998035,,TIBURÓN II,2602380813-7,YAMAHA,0.840,60.00
126054998035,,TIBURON III,2602380913-6,SUZUKI,0.840,90.00
126054998035,,TIBURON IX,2602390113-3,YAMAHA,0.840,115.00
126054998035,,TIBURON V,2602381113-5,YAMAHA,0.840,60.00
126054998035,,TIBURON VI,2602381213-3,YAMAHA,0.840,115.00
126054998035,,TIBURON VII,2602381313-3,SUZUKI,0.840,115.00
126054998035,,TIBURON VIII,2602390013-1,SUZUKI,0.840,115.00
126054998035,,TIBURON X,2602393013-6,YAMAHA,0.840,60.00
1020301750303,,MELANY I,0202118113-7,YAMAHA,1.750,115.00
1020301750302,,MELANY,0202118013-7,YAMAHA,0.840,115.00
1020301750304,,MANUELA,0202117913-4,YAMAHA,0.840,75.00
1020301750309,,MAZATLECA II,0202033913-5,YAMAHA,0.840,100.00
1020301750305,,MARIA ISABEL,0202004313-7,YAMAHA,0.840,100.00
1020301750307,,MAZATLECA III,0202032713-6,YAMAHA,0.840,75.00
1020301750306,,NORMA ALICIA III,0202010913-5,YAMAHA,0.840,75.00
1020301750310,,MARINA,0202019713-4,YAMAHA,0.840,75.00
230031993338,30004576,AVISPA,3003046413-6,YAMAHA,0.840,60.00
125072200004,25118274,LA VALLE I,2501751210-8,MERCURY,0.840,75.00
125072200004,25118272,LA VALLE II,2501751310-2,MERCURY,0.840,75.00
125072200004,25118290,LA VALLE III,2501751410-3,MERCURY,0.840,75.00
125072200004,25118308,LA VALLE IV,2501751510-1,EVINRUDE,0.840,65.00
125072200004,25118316,LA VALLE V,2501751610-6,EVINRUDE,0.840,65.00
125072200004,25118324,LA VALLE VI,2501751710-2,EVINRUDE,0.840,65.00
125072200004,25118332,LA VALLE VII,2501751810-2,MERCURY,0.840,55.00
125072200004,25118340,LA VALLE VIII,2501751910-1,YAMAHA,0.840,75.00
1020301750308,,MARIA JOSE,0202019313-5,YAMAHA,0.840,115.00
12508017516,25129461,C.U.B. #01,2504202913-3,,0.360,0.00
12508017516,25045238,C.U.B. #02,2504203013-6,YAMAHA,0.360,30.00
12508017516,25129479,C.U.B. #03,2504203113-4,,0.360,0.00
12508017516,25029109,C.U.B. #04,2504203213-6,JOHNSON,0.360,25.00
12508017516,25029117,C.U.B. #05,2504203313-6,MARINER,0.360,25.00
12508017516,25035064,C.U.B. #06,2504203413-4,YAMAHA,0.360,15.00
12508017516,25029133,C.U.B. #07,2504203513-5,TOHATSU,0.360,25.00
12508017516,25029141,C.U.B. #08,2504203613-5,YAMAHA,0.840,75.00
12508017516,25029158,C.U.B. #09,2504203713-2,,0.360,0.00
12508017516,25029166,C.U.B. #10,2504203813-3,YAMAHA,0.360,48.00
12508017516,25029174,C.U.B. #11,2504203913-3,JOHNSON,0.360,15.00
12508017516,25129487,C.U.B. #12,2504204013-1,MARINER,0.360,60.00
12508017516,25029190,C.U.B. #13,2504204113-4,YAMAHA,0.360,48.00
12508017516,25029208,C.U.B. #14,2504204213-7,YAMAHA,0.360,15.00
12508017516,25029216,C.U.B. #15,2504204313-4,JOHNSON,0.840,105.00
12508017516,25029224,C.U.B. #16,2504204413-3,,0.360,0.00
12508017516,25129495,C.U.B. #17,2504204513-3,MARINER,0.360,55.00
12508017516,25029240,C.U.B. #18,2504204613-5,YAMAHA,0.360,25.00
12508017516,25029257,C.U.B. #19,2504204713-2,,0.840,0.00
12508017516,25029265,C.U.B. #20,2504204813-7,YAMAHA,0.840,115.00
12508017516,25029273,C.U.B. #21,2504204913-6,MARINER,0.840,25.00
12508017516,25029281,C.U.B. #22,2504205013-6,MARINER,0.840,60.00
12508017516,25029299,C.U.B. #23,2504205113-4,YAMAHA,0.840,60.00
12508017516,25129503,C.U.B. #24,2504205213-6,YAMAHA,0.840,50.00
12508017516,25029315,C.U.B. #25,2504205313-5,YAMAHA,0.840,115.00
12508017516,25029323,C.U.B. #26,2504205413-3,,0.840,0.00
12508017516,25029331,C.U.B. #27,2504205513-5,WIZARD,0.840,25.00
12508017516,25129511,C.U.B. #28,2504205613-4,MERCURY,0.840,8.00
12508017516,25029366,C.U.B. #29,2504205713-1,,0.840,0.00
12508017516,25029364,C.U.B. #30,2504205813-3,JOHNSON,0.840,25.00
12508017516,25029372,C.U.B. #31,2504205913-2,YAMAHA,0.840,15.00
12508017516,26029380,C.U.B. #32,2504206013-5,YAMAHA,0.840,15.00
12508017516,25129529,C.U.B. #33,2504206113-6,EVINRUDE,0.840,40.00
12508017516,25129537,C.U.B. #34,2504206213-5,SUZUKI,0.840,25.00
12508017516,26029414,C.U.B. #35,2504206313-5,YAMAHA,0.840,40.00
12508017516,25129545,C.U.B. #36,2504206413-5,YAMAHA,0.840,40.00
12508017516,25029430,C.U.B. #37,2504206513-4,EVINRUDE,0.840,25.00
12508017516,25029448,C.U.B. #38,2504206613-3,EVINRUDE,0.840,60.00
116022994048,16029415,CAMILA,16027489139,SIN MOTOR,0.360,0.00
116022994048,16029670,ESCORPION,16027522131,SIN MOTOR,0.360,0.00
116022994048,16029480,IGUANA,16027490131,SIN MOTOR,0.360,0.00
116022994048,16029696,IRMA,16027529139,SIN MOTOR,0.360,0.00
116022994048,16029449,LA AMAPOLITA,16027535133,SIN MOTOR,0.360,0.00
116022994048,16029589,LA BENADA,16027541133,SIN MOTOR,0.360,0.00
116022994048,16029456,LA BONITA,16027486133,SIN MOTOR,0.360,0.00
116022994048,16029498,LA CALANDRIA,16027496136,SIN MOTOR,0.360,0.00
116022994048,16029571,LA CHAPA,16027545135,SIN MOTOR,0.360,0.00
116022994048,16029605,LA CHOPA,16027543136,SIN MOTOR,0.360,0.00
116022994048,16029373,LA COCOCHA,16027547139,SIN MOTOR,0.360,0.00
116022994048,16029423,LA CONSENTIDA,16027479138,SIN MOTOR,0.360,0.00
116022994048,16029472,LA CUARANGA,16027518137,SIN MOTOR,0.360,0.00
